id;thinklab;date;country;city;region;likelyhood;text
264;Dublin;02/27/2019 04:31 pm;;;;8;really enjoyable, woudl have liked mor time to go in depth. Would like to see some demos
265;Dublin;04/11/18 17:38;;;;9;great clarity on a complex subject.
266;Dublin;07/30/2019 05:05 pm;;;;8;very interesting a lot fo benefit from this information
267;Dublin;01/16/2018 04:37 pm;United Kingdom;Portsmouth;ENG;8;To much cutting edge
268;Dublin;11/08/17 07:09;;;;10;The team at IBM provided a genuine workshop / lab environment for tackling real-world problems, where sales pitches were at a minimum and the focus was on expertise and product application.
269;Dublin;11/08/17 08:20;Ireland;Dublin;7;8;Extremely warm and pragmatic approach felt very relaxed and comfortable
270;Dublin;07/27/2018 08:24 am;;;;9;Great talent pool and affinity for collaboration and knowledge share with external partners.
271;Dublin;01/16/2018 04:44 pm;United Kingdom;Portsmouth;ENG;10;Very interesting, very informative, Very good knowledge
272;Dublin;04/23/2019 04:26 pm;;;;10;qualoty and clarity of the materials , presenter illustrated and simplified
273;Dublin;04/11/18 17:44;;;;8;Need more time to share and talk on interesting technology ( illegible)
274;Dublin;09/16/2019 11:23 am;;;;9;Nice to hear about the new research and the opportunity to ask all the questions about these
275;Dublin;03/13/2018 06:05 pm;United Kingdom;Chiswick;ENG;10;very innovative ideas
276;Dublin;02/27/2019 04:32 pm;;;;10;its important for professionals to step away from the day 2 day and be immersed in disruptive thinking to understand trends around the globe
277;Dublin;02/27/2019 04:35 pm;;;;8;interesting if a little over my head in parts.Good facilitation and knowledge on topics covered and questions asked
278;Dublin;02/27/2019 04:37 pm;;;;9;Great overview of AI. Loved the IBM Q network.
279;Dublin;12/03/18 17:17;;;;9;Its very important to receive information first hand. I liked the structured overview
280;Dublin;10/08/18 16:35;;;;9;interactive, knowledgable, interesting
281;Dublin;10/08/18 16:34;;;;9;very well delivered, provocative and inspiring. The video tools are very helpful
282;Dublin;10/08/18 16:37;;;;8;fascinating content, easy to follow, well facilitated
283;Dublin;11/06/18 16:59;;;;8;IBM fascinating firm
284;Dublin;11/06/18 17:03;;;;8;very interesting tio see new technologues that will be used by out teams in the future, Would like to have a visit to the Q computer
285;Dublin;10/08/18 16:42;;;;9;very inspiring interesting and up tp date
286;Dublin;04/23/2019 04:47 pm;;;;9;knowledge, what is future
287;Dublin;04/23/2019 04:32 pm;;;;9;I gave this score because i discovered quantum computing  and how it could shape banking in the future. I also learnt the reasons it has been difficult to implememt our chatbot in my bank and how to improve my time to market
288;Dublin;03/13/2018 05:53 pm;United Kingdom;Chiswick;ENG;8;Opens your mind to relevant efforts on AI for future applications
289;Dublin;04/23/2019 04:39 pm;;;;9;the session puts in perspective some of the new technology and helps to point me in the direction of how to bring business and technology to generate revenue and improve time to output
290;Dublin;09/16/2019 12:25 pm;;;;10;Enthiastic
291;Dublin;02/27/2019 04:46 pm;;;;10;briulliant, exciting, mindblowing,
292;Dublin;02/27/2019 04:51 pm;;;;10;great session with some very relevant insights  for the finance industry and data process.
293;Dublin;12/03/18 17:20;;;;8;IBM seems to convey a very intense research agenda and has high standards and principles
294;Dublin;12/03/18 17:26;;;;8;`analytical presentation focused on innovation and the evolution of business
295;Dublin;11/06/18 17:05;;;;9;very interesting view of the future
296;Dublin;03/13/2018 05:57 pm;United Kingdom;Chiswick;ENG;9;Very informative and engaging
297;Dublin;05/17/2018 01:22 pm;;;;9;IBM is at the top of its business and that was clearly demonstrated. I was facinated by the Ai stuff
298;Dublin;11/13/2018 10:34 am;;;;10;way of presentation, knowledge, detailed information
299;Dublin;11/13/2018 10:49 am;;;;10;"Interactive Sessions
great insights on topics
superb presentation on complex technology solutions
clarity on ambigious points"
300;Dublin;07/30/2019 05:03 pm;;;;9;now aware of innovatiove directions and solving real big problems for the future
301;Dublin;09/17/2018 04:39 pm;;;;9;Facinating to find out what IBM Research does. Presenter brought many concepts to life. Passionate presenter
302;Dublin;09/17/2018 04:40 pm;;;;9;leading edge tech with practical business applications
303;Dublin;03/13/2018 06:07 pm;United Kingdom;Chiswick;ENG;8;convenient, reliable
304;Haifa;08/13/2018 04:22 pm;;;;10;diverse, interesting and relevant
305;Haifa;02/23/2019 12:22 pm;;;;10;Our host Yaron Wolfsthal gave us a very warm welcome and introduced us to the Beer Sheva Tech Park and the activities and at the distinctiveness of this lab.
306;Haifa;08/13/2018 04:20 pm;;;;10;perfect discussion with lots of great minds from IBM's labs
307;Haifa;03/12/19 21:44;;;;8;quiet environment, skilled staff
308;Haifa;01/23/2019 02:24 pm;;;;10;"1. HRL Overview: very comprehensive to recognize the virtual activities among labs
2. AI Broad AI's possibility is large and it is worth to challenges 
General AI: Algorithm"
309;Haifa;06/30/2019 02:07 pm;;;;10;products are very good, thanks
310;Haifa;12/19/2019 02:37 pm;;;;8;quality of speakers and presentations
311;Haifa;03/06/19 14:15;;;;8;interesting areas are the way to collaborate between 2 companies, and people in charge could discuss in depth and futher
312;Haifa;03/21/2018 04:39 pm;Israel;Tel Aviv;TA;9;"I'm working in Research UI AI and ui soul intelligence
thus you are the loled partner for Unimore (Università Modena)"
313;Haifa;12/19/2019 02:51 pm;;;;10;the hospitality and mainly all the possibilities presented and the portfolio of solutions
314;Haifa;08/13/2018 03:40 pm;;;;9;very informative
315;Haifa;02/22/2019 10:38 am;;;;9;very good location and amenuities - except the wifi that takes some skills to reach
316;Haifa;03/06/19 14:09;;;;9;"AR - 6
Cognitive Radiology Assistant - 5
Cognitive Diagnosis - 4
Voice Concierge - 9
Thank you for your time today
We enjoyed very much"
317;Haifa;03/18/2018 11:18 am;Israel;Tel Aviv;TA;9;We received a lot of interesting information about your developments and research that we can possibly use in our products
318;Haifa;03/21/2018 01:50 pm;Israel;Tel Aviv;TA;10;Very focused point and clear explanation
319;Haifa;02/19/2019 07:06 pm;;;;10;Very professional organization, warm welcome, fully equipped facility
320;Haifa;10/22/2018 05:37 pm;;;;10;We met with highly skilled experts, very cooperative and open, with state-of-the-art technologies
321;Haifa;03/06/18 16:15;Israel;Tel Aviv;TA;9;I believe that some of the issues presented are applicable in our company: IoT, Safety, OEE Improvements
322;Haifa;02/26/2019 09:40 am;;;;7;Open communication, IBM seems to interested in exchange
323;Haifa;09/17/2018 02:29 pm;;;;9;very useful presentation, because we are thinking about data driven business
324;Haifa;03/06/18 16:07;Israel;Tel Aviv;TA;7;receive a general information for the subjects that you have solution to, but I would have liked to receive a more In-depth information on several topics
325;Haifa;12/20/2018 10:55 am;;;;9;Great specialists and friendly atmosphere. Nice cats.
326;Haifa;12/19/2019 02:05 pm;;;;6;the cybersecurity speech was too didactic. he mentioned all the time in one slide. very interesting the AI subject. I was expexting more interactiveness and go around the building. (5.11.19)
327;Haifa;12/19/2019 02:47 pm;;;;9;"IBM is a company that is     trust.
We know that you deliver what you intend to. Trust in very important in industry"
328;Haifa;02/19/2019 11:35 pm;;;;7;Excellent meeting and warm welcome
329;Haifa;03/06/19 14:11;;;;8;take us to new world
330;Haifa;03/06/18 16:17;Israel;Tel Aviv;TA;8;some of these technologies are still at their first steps, some of those are irrelevant for the industry
331;Haifa;02/11/20 16:08;;;;9;well explained
332;Haifa;03/06/18 16:05;Israel;Tel Aviv;TA;9;"Got the impression of a Professional and quality staff.
Missing a little more connections to practice and case studies"
333;Haifa;03/18/2018 11:27 am;Israel;Tel Aviv;TA;10;"1. very good presentations, interesting topics
2. looks as good solutions 
3. suitable, experts explanations"
334;Haifa;02/24/2019 10:48 pm;;;;10;2nd time visiting the facility and the same excellent experience with IBM colleagues and logistics.
335;Haifa;08/06/18 10:06;;;;10;innovation and thought leadership
336;Haifa;12/19/2019 02:33 pm;;;;10;We met with extremely interesting staff from IBM, not only in the specific fields on which we worked, but also broader. we feel the high quality of the profiles and the depth of the knowledge. it was extremely instructive and enriching
337;Haifa;03/21/2018 04:51 pm;Israel;Tel Aviv;TA;9;"very deep application description
top quality personnel
wonderful slides and videos used delivery the sessions"
338;Haifa;02/20/2019 11:19 am;;;;10;Perfect organization and resources at meeting room
339;Haifa;10/23/2018 01:27 am;;;;10;Quality of the content we discussed and the people at the discussion where top level. It will be very useful for the group.
340;Haifa;10/23/2018 01:27 am;;;;10;Quality of the content we discussed and the people at the discussion where top level. It will be very useful for the group.
341;Haifa;06/30/2019 02:28 pm;;;;10;The main reason is relation to guest. Another important reason is good product which was presented and understanding that people there are in love with what they are doing
342;Haifa;12/19/2019 02:18 pm;;;;9;"Great presentations with actual business cases.
Getting more in depth around technical solutions would have been appreciated, as well as breaks"
343;Haifa;09/17/2018 02:40 pm;;;;8;thank you for preparation despite of lack of time. Next time we will try to specify topics more
344;Haifa;03/06/18 16:19;Israel;Tel Aviv;TA;9;interesting
345;Haifa;02/19/2019 07:04 pm;;;;10;Nice people, nice building, perfect view!
346;Haifa;08/13/2018 03:46 pm;;;;8;Indoor Lab Dem - could be more impressive to do it live. You should take into consideration that the client come to Haifa especially (rather than arranging the meeting in TLV) and was expecting to see things out side
347;Haifa;03/06/18 16:15;Israel;Tel Aviv;TA;8;it is not relevant to all
348;Haifa;11/16/2018 11:47 am;;;;9;Advanced technology, applicable in healthcare, very interesting approach (IBM HUB) and presentations (commendation to all presenters)
349;Haifa;06/30/2019 02:31 pm;;;;10;"Thank you for meeting. It was very informative, useful. We get all answers for the questions.
Thank you for relationship for your guests"
350;Haifa;04/18/2018 12:42 pm;;;;10;professionalism
351;Haifa;12/19/2018 11:47 am;;;;9;all fine
352;Haifa;12/19/2019 02:36 pm;;;;8;overview of the state of the art innovation at IBM. Contact & introduction to the right people if we want to go further
353;Haifa;11/05/18 16:20;;;;8;"The size and relevance of R&D 
Innovative working atmosphere 
High professional staff open for discussion"
354;Haifa;06/30/2019 02:05 pm;;;;10;very good hosting, presentation of product, we are interested
355;Haifa;01/23/2019 02:27 pm;;;;10;"- Excellent staff members with Explainability, Expertise, and Hospitality
- Very fine presentations materials
- High level of technology, especially AI by Aya Soffer"
356;Haifa;10/21/2018 03:09 pm;;;;10;I think that IBM has excellent researchers and can help ELTA-IAI to reduce the R&D  process to achieve  our goals.
357;Haifa;02/22/2018 01:51 pm;Israel;Tel Aviv;TA;9;Relevant to business: safety, AR, Visual Insp.
358;Haifa;02/22/2018 02:54 pm;Israel;Tel Aviv;TA;9;"subjects are very interesting, trying to see the things that were presented and connect them to other aspects like R&D and marketing at our company.
Will be happy to discuss the subject and talk about it"
359;Haifa;02/19/2019 02:32 pm;;;;8;A reliable thinktank space.
360;Haifa;03/06/18 16:08;Israel;Tel Aviv;TA;8;Interesting presentations. Luck of practical and customer cases
361;Haifa;02/19/2019 02:33 pm;;;;9;Excellent technical people and facilities.
362;Haifa;02/20/2019 09:35 am;;;;9;A bit hard to get there but a very nice place
363;Haifa;03/06/19 14:22;;;;8;"very useful of MFD service tech. (Cognitive Diagnosis)
thank you!"
364;Haifa;02/19/2019 04:16 pm;;;;10;The IBM team and the location are perfect.
365;Haifa;06/30/2019 02:10 pm;;;;10;"So... it was very interesting to visit IBM and get experience in Global company.
Hope we'll work back to back for years.
See you"
366;Haifa;10/26/2018 12:33 am;;;;9;Very good EDA tools and technoloy
367;Haifa;06/30/2019 02:01 pm;;;;10;Good material flow, modern tools are described in plain language
368;Haifa;02/20/2019 08:37 am;;;;10;Outstanding installations and people. I couldn't have felt more comfortable and well-treated.
369;Sao Paulo;01/18/2018 09:42 am;Brazil;São Paulo;SP;10;I gave the score above because I really enjoyed the site and methodology of the dynamics. Another reason was the presentation of Mr. Von.
370;Sao Paulo;07/27/2018 06:08 pm;;;;10;The experience was very rich considering all the support, engagement and expertise they provided to all the groups of Challenge
371;Sao Paulo;01/27/2018 08:52 am;Brazil;São Paulo;SP;10;Unique work, well executed work, Think Lab allows transformational innovation, the experience fosters unity and gathers the strength within the group towards innovation. We feel well treated, we feel that IBM knows what they want and they are pursuing it consistently and steadily.
372;Sao Paulo;01/17/2018 11:23 am;Brazil;São Paulo;SP;10;Nice atmosphere and conduction of the workshop by the IBM colleagues.
373;Sao Paulo;01/23/2019 02:53 pm;;;;10;The experience was outstanding
374;Sao Paulo;01/12/18 18:03;Brazil;São Bernardo do Campo;SP;8;Know how
375;Sao Paulo;07/27/2018 06:08 pm;;;;10;The experience was very rich considering all the support, engagement and expertise they provided to all the groups of Challenge
376;Sao Paulo;01/15/2018 05:36 pm;Brazil;São Paulo;SP;10;different environment , incentives new ideas
377;Sao Paulo;03/11/19 16:01;;;;9;Very professional and knowledgeable group, that convened very high end research and work at a good level of understanding.  Also very practical applications and approaches.
378;Tokyo;06/26/2018 10:41 am;;;;8;The presenter is very friendly and good presentation which made this visit very impressive.
379;Tokyo;02/06/18 13:06;Taiwan;Taipei;TPE;10;Good content, very relevant topics, excellent preparation and friendly and open discussion.
380;Tokyo;06/22/2018 08:47 am;;;;7;I want to see more actual case to shared.
381;Tokyo;06/26/2018 10:35 am;;;;7;IBM has a lot of innovation services especially AI or applications which continue develop for variety of customer. We assure it can adapt for Thai government or IBM can help in develop about digital transformation for Thailand.
382;Tokyo;06/24/2018 09:09 pm;;;;8;IBM is an innovation organization that never stops.
383;Tokyo;06/24/2018 10:41 pm;;;;10;"First of all, I would like to give your team big thank for hosting our visit. Our group has learned many things from this visit. The THINKLab inspires me a lot in terms of the concept of your research, your attitudes towards future technology, and the attitudes towards AI in your company. One of examples of benefit from this visit is as follows: Although my background is in IT and security, I have to teach graduate students in the field of human resource and organization development. Many of my students aware of the use of AI. However, in a negative sense. What I have leaned from this visit with further information (I will also search for further information) will surely be used as one of case study in related lecture. 
Besides above example, this visit really inspires me to pull me back to research topics with focuses on IT and security related issues."
384;Tokyo;06/27/2018 10:30 am;;;;8;very importance
385;Tokyo;06/22/2018 01:04 pm;;;;10;Excellent experience for AI sharing & Lab tour.
386;Tokyo;06/26/2018 06:17 pm;;;;8;I have just known about what IBM is doing other than general IT business solutions in this visit that makes me believe that IBM has capability of  providing various of business solutions very well by many patents, innovations, and experiences.
387;Tokyo;01/31/2018 06:44 am;Japan;Tokyo;13;9;The hosts were very courteous and professional. The presentations were informative. The lab space was spacious and comfortable for discussions. I can see potential collaboration opportunities from the visit.
388;Tokyo;06/25/2018 02:29 pm;;;;9;those industrial/financial application cases sharing with IBMer are very inspiring
389;Tokyo;06/26/2018 10:37 pm;;;;9;I appreciate the new concept of IBM as build to customer requirement and respond to the social benefit. I hope government agencies may have the opportunity to work with IBM to enhance knowledge and skill of digital industry in the future.
390;Tokyo;06/26/2018 05:38 pm;;;;8;Professional
391;Tokyo;01/31/2018 04:27 pm;Taiwan;Taipei;TPE;7;the lab's usually show  new demos for visitors.
392;Tokyo;06/24/2018 12:15 am;;;;10;Great Event! You can get lots of info about new technology and IBM.
393;Tokyo;06/22/2018 07:36 am;;;;8;The session and demo arrengment are very good with nice contents.
394;Tokyo;06/26/2018 01:33 pm;;;;8;IBM represents the imagination to be more real, tangible and innovative.
395;Tokyo;06/25/2018 06:24 pm;;;;10;their visions are very advanced and response to customer needs.
396;Tokyo;06/22/2018 02:46 pm;;;;8;It provide valuable and extensive information to the customers
397;Tokyo;06/26/2018 11:17 am;;;;8;Because I think the presentation was really nice and I like Mr. Robot very much.
398;Tokyo;06/24/2018 10:41 pm;;;;10;"First of all, I would like to give your team big thank for hosting our visit. Our group has learned many things from this visit. The THINKLab inspires me a lot in terms of the concept of your research, your attitudes towards future technology, and the attitudes towards AI in your company. One of examples of benefit from this visit is as follows: Although my background is in IT and security, I have to teach graduate students in the field of human resource and organization development. Many of my students aware of the use of AI. However, in a negative sense. What I have leaned from this visit with further information (I will also search for further information) will surely be used as one of case study in related lecture. 
Besides above example, this visit really inspires me to pull me back to research topics with focuses on IT and security related issues."
399;Tokyo;02/01/18 10:13;Taiwan;Taipei;TPE;6;Have a comfortable space for demo and discussion. However, the demo access is restricted while visiting (because the visitors have to wait for the introduction and operation by IBM staffs). It would be awesome if the visitors have a small piece of free time to  explore and operate the the demo by themselves.
400;Tokyo;06/26/2018 07:44 am;;;;8;IBM have the prestige technologies.
401;Tokyo;06/26/2018 01:48 pm;;;;7;feeling in Hitech
402;Tokyo;06/25/2018 06:24 pm;;;;10;their visions are very advanced and response to customer needs.
403;Yorktown;11/06/18 16:00;;;;10;This is the FUTURE!
404;Yorktown;02/05/18 10:53;United States;Chicago;IL;8;Open environment, dynamic, fosters creativity with an aim for actions and results. The only reason I did not rate it higher is due to the fact that I'm not sure it is appropriate for all opportunities.
405;Yorktown;09/11/18 16:28;;;;10;Peers need to be aware of opportunities to view cutting edge options.
406;Yorktown;09/11/18 16:30;;;;10;Great use of time. Outstanding presentations, demos and tours.
407;Yorktown;09/09/19 15:16;;;;10;Excellent information that needs to be shared!
408;Yorktown;02/04/18 09:34;Germany;Stuttgart;BW;10;Nice  setup, professional, simple
409;Yorktown;03/25/2020 11:09 am;;;;8;Deep Search, Generative Model..  One thing to consider: Add some correlative models to estimate different properties of the material, as an alternative to Quantum chemical or atoms stimulation. Ingesting literature should enable this relatively easily.
410;Yorktown;03/25/2020 11:18 am;;;;8;Autonomous Chemical Lab, Applied Materials Generative Models. Comments: I feel your progress of computational material designing , especially the point of integration, not only designing but also confirming the point of synthesis. Autonomous lab I also expect your model to organic materials. THANK YOU!
411;Yorktown;01/30/2019 03:17 pm;;;;10;Planning, hosting, exciting & relevant technology, open and honest discussion.
412;Yorktown;12/30/2019 02:30 pm;;;;10;Interesting information, well organized.
413;Yorktown;08/05/19 15:20;;;;10;Inspirational. Educational. Real potential to leverage.
414;Yorktown;08/05/19 15:58;;;;8;IBM is very receptive to new problems and ideas. The use cases for Quantum are still limited, as it is still early days of QC. IBM has great talent available for helping solve business problems.
415;Yorktown;12/30/2019 03:11 pm;;;;9;Combination of technical / interactive presentations and tour around the facility.
416;Yorktown;12/30/2019 03:16 pm;;;;8;Fascinating event and range of topics. Put IBM front of mind as a great innovation company which unfortunately other brands have done a better job on stealing this space.
417;Yorktown;06/24/2019 02:13 pm;;;;10;AI
418;Yorktown;11/14/2018 11:56 am;;;;10;Good food and support. Everything good all around.
419;Yorktown;12/07/18 12:25;;;;10;High end technology, GREAT TEAM!
420;Yorktown;09/28/2018 04:49 pm;;;;8;Professional, reputation, knowledge, security
421;Yorktown;11/06/18 15:09;;;;10;You are leading in Quantum and it is obvious. I would recommend this briefing to all, especially since you do not oversell the technology. Stay true to this approach.
422;Yorktown;12/30/2019 05:45 pm;;;;9;Forward looking, professional and good insights.
423;Yorktown;09/24/2018 01:51 pm;;;;10;Open and friendly.
424;Yorktown;11/14/2018 11:51 am;;;;7;Mutual legal alignment essential re: IP based on our visit 4/2017.
425;Yorktown;02/01/19 17:52;;;;8;Good content with intent to solve problems.
426;Yorktown;12/30/2019 03:21 pm;;;;9;Very comprehensive information with great level of depth in the subject matter. Would appreciate just a tad higher level overview to some of the presentations to set the stage.
427;Yorktown;12/30/2019 03:26 pm;;;;9;The concepts were presented very well.
428;Yorktown;04/15/2019 06:06 pm;;;;10;Excellent facility. Fascinating research. Outstanding breadth of presentations.
429;Yorktown;05/17/2019 10:48 am;;;;8;Good technology.
430;Yorktown;03/25/2020 10:36 am;;;;9;Great content / various topics of interest. Long day with a lot of materials. Great insights into IBM. I never knew IBM had such deep research going on.
431;Yorktown;02/06/18 09:47;United Arab Emirates;Abu Dhabi;AZ;9;Very impressive work and it was  a very welcoming visit led by knowledgeable and professional personnel.
432;Yorktown;09/23/2019 09:57 am;;;;10;Especially, the Next-Gen Dealing room was impressive.  This can be very effective method to have discussions with concrete, visible and clear goal. Thank you very much for today.
433;Yorktown;11/14/2018 02:00 pm;;;;10;Well solicited and access to experts.
434;Yorktown;11/14/2018 02:07 pm;;;;9;I thought the workshop was a great opportunity for our team to take the next step in exploring how Quantum might impact PGR. It was productive, informative and well organized.
435;Yorktown;01/15/2019 02:20 pm;;;;8;Professional approach.
436;Yorktown;01/15/2019 02:22 pm;;;;10;It's one step closer to the future. The quality of the presentation and the passion of the IBM team was incredible. Thank you for this big gift. Its a big inspiration for me and my company.
437;Yorktown;09/09/19 15:15;;;;10;Very good presentations & excellent information.
438;Yorktown;09/24/2018 01:44 pm;;;;10;Understand the full capabilities of IBM and their partners. Provide ideas for future collaboration on innovation.
439;Yorktown;04/10/19 11:15;;;;10;It has been a very collaborative and informative 2 day workshop. We should have this type of meetings more often between teams.
440;Yorktown;06/06/19 14:34;;;;10;Session was great!
441;Yorktown;12/30/2019 04:06 pm;;;;10;Open sprint and sharing of ideas.
442;Yorktown;09/19/2018 08:47 am;;;;9;Very focused discussion to solve relevant, complex problems for Visa with actionable outcomes.
443;Yorktown;03/12/19 18:43;;;;8;It was a great time for me. Discussion with Yorktown team is good for next project.
444;Yorktown;03/30/2020 12:16 pm;;;;10;Focus. Research and Process. Solid POC. Commerical usage.
445;Yorktown;03/25/2020 11:23 am;;;;9;Deep Search.
446;Yorktown;12/30/2019 02:59 pm;;;;10;Quality of the speakers and presentations focused on our needs.
447;Yorktown;03/25/2020 11:06 am;;;;7;Deep Search, Applied Materials, AI-enriched Simulation, FOC: Systems, Generative Models.
448;Yorktown;03/07/18 18:00;Japan;Tokyo;13;10;There are a lot of interesting research.
449;Yorktown;05/31/2019 06:06 pm;;;;8;Excellent presentations and speakers. Wish we had longer hands on lab visit. Wish a bit more balanced external market view.
450;Yorktown;03/08/18 12:16;Japan;Tokyo;13;9;The presentations were inspiring and really informative with regard to the overview of cutting-edge researches in IBM labs. I truly appreciate the opportunity. The only concern is that if you have researcher-level knowledge in a presented topic or have surveyed the field thoroughly in advance, the depth of content might not be sufficient as backgrounds of audiences could be somewhat diverse and the organizers and presenters would prepare content keeping such diversity in mind.
451;Yorktown;09/11/18 16:31;;;;10;Topics were relevant to our interests and goods. Great demos!
452;Yorktown;05/03/19 15:07;;;;9;Very impressive work on AI/ML especially commercial applications!
453;Yorktown;07/24/2019 03:41 pm;;;;10;Excellent overviews by IBM. We probably could have used more time at the end for open discussion and idea pitching.
454;Yorktown;07/24/2019 03:52 pm;;;;7;I've been a bit disappointed with the lack of much statistical perspective on the various scientific questions considered (there's been a lot of talk about AI and ML - not much on stats). It's hard to tell whether this is an opportunity or an impediment after just a lay long visit - time will tell!  In any case, we are grateful to IBM for the enormous effort they've put into our visit and I remain cautiously optimistic.
455;Yorktown;12/30/2019 05:04 pm;;;;9;I gained new insights in AI, Quantum Computing and how it will integrate in the future.
456;Yorktown;03/13/2018 04:03 pm;Japan;Tokyo;13;8;To feel the difference of East and West. I visited many labs around SF, at Yorktown lab I felt difference about philosophy, that was the main reason to recommend to visit there.
457;Yorktown;12/30/2019 05:44 pm;;;;8;Quite cool and interesting to see all the things IBM is evolving and defining the future of technology
458;Yorktown;05/13/2019 05:29 pm;;;;10;A lot of information about the latest technologies. At the same time very useful for our supply chain management and quality management.
459;Yorktown;08/29/2019 11:00 am;;;;8;Thank you very much for the interesting sessions.  I'd like to utilize AI, Quantum Computing into Maintenance first and then to Motion Planning in future.
460;Yorktown;08/29/2019 11:04 am;;;;8;"1. Concern-to be.  It did not give good impression for multiple troubles with projector system
2. Many good examples and it is obvious IBM has great technology - my concern is how to apply to our business other than Equip Maintenance - there are many possibilities
3. Concern is lack of real-world applications in similar industry.
4. Some presentation was very theoretical and went deep in underlying technology of AI - difficult to understand"
461;Yorktown;05/29/2019 04:45 pm;;;;10;IBM always shows us the future computer vision clearly from the hardware perspective!!!
462;Yorktown;05/29/2019 04:47 pm;;;;9;AI hardware research of IBM is quite impressive for our business applications.
463;Yorktown;05/03/19 22:51;;;;10;I am a high school student visiting during the Horizon conference (day 1 only) and absolutely loved the all the presentations I saw. I learned a lot during the conference, but the individual sessions were built in such a way that I was able to learn as the presentation went on, so although the material was getting more advanced towards the end of each session, it was built up, allowing me to understand. I also liked that IBM was to an extent dumbing down their research to make it easy for us and other corporate people to understand but still showcasing their research in a very positive light. As a student interested in entering research and academia, I would have loved to learn more about each project and have a less dumbed-down version, but I was really happy that it didn't all just go over my head.
464;Yorktown;11/28/2018 10:48 am;;;;8;Quantum! thank you.
465;Yorktown;03/25/2020 11:11 am;;;;8;Deep Search, AI-enriched simulation. Comments: Very informative and presented conclusively. Excited to try out tools available on-line plus finding applications to engage more  firmly on  Deep Search & AI-enriched simulation.
466;Yorktown;01/15/2019 02:08 pm;;;;8;interesting up to date arguments. Very good presentations.
467;Yorktown;01/15/2019 02:14 pm;;;;10;Great opportunity to get in touch with 'state of the art' technology and innovations.
468;Yorktown;03/25/2020 11:40 am;;;;10;Deep Search .
469;Yorktown;04/27/2018 07:43 pm;;;;10;It is fascinating and inspirational to see the work being done there.  I would love to visit the Melbourne Thinklab too
470;Yorktown;12/30/2019 01:29 pm;;;;9;Various opportunities for collaboration. Leading edge of technology.
471;Yorktown;06/06/19 14:34;;;;10;Excellent design of the entire space and meeting. Some of the A/V did not work, videos didn't play and volume could not be controlled.
472;Yorktown;08/07/19 22:00;;;;10;Absolutely beautiful facility.  Enables easy collaboration by teams.
473;Yorktown;01/16/2019 06:06 pm;;;;10;Quality of the topics
474;Yorktown;02/21/2019 07:27 pm;;;;8;Very interesting topics and presentation.
475;Yorktown;02/01/19 17:15;;;;10;Detailed and valuable discussion about the topics for the banks infrastructure and environment.
476;Yorktown;12/30/2019 01:18 pm;;;;10;excellent engagement from both IBM team and Mondelez.
477;Yorktown;03/25/2020 11:36 am;;;;10;Autonomous Chemical Lab, AI-enriched stimulation, Generative Models, Quantum Computing.
478;Yorktown;01/15/2019 02:11 pm;;;;10;Inspiration, new frontier! Applications on business.
479;Yorktown;06/24/2019 02:48 pm;;;;10;Shares vision in identifying solutions to solve problems.
480;Yorktown;06/24/2019 02:52 pm;;;;8;Very good research & model. See opportunities to do some POC. Many subject matter experts at the meeting.
481;Yorktown;03/25/2020 10:32 am;;;;10;Stunning display of research and technical expertise
482;Yorktown;10/15/2018 11:40 am;;;;8;The research and application of AI in financial services is the trend of the times. It is hoped that we can apply the technologies to practice leveraging IBM as soon as possible.
483;Yorktown;10/15/2018 11:42 am;;;;10;Learned great new technologies in research. Expanded my horizons.
484;Yorktown;03/30/2020 11:58 am;;;;7;Great and friendly reception and presentations. Hort's presentation needed a little more context. Would have also liked to see more diversity in the team. Overall a great day, thank you.
485;Yorktown;02/19/2019 08:08 pm;;;;8;Unique capability. Strong competence and collaboration.
486;Yorktown;02/19/2019 08:15 pm;;;;8;Great first meeting! Excited to see the final output.
487;Yorktown;11/28/2018 10:44 am;;;;9;Very interesting topics especially Cybersecurity and Cognitive Intelligence.
488;Yorktown;01/21/2019 04:43 pm;;;;9;Great content and compelling persuasion.
489;Yorktown;08/29/2019 10:59 am;;;;8;I wanted to hear the areas of research and those details. I still believe IBM Research is the brain of the world. Thank you very much for explaining AI initiatives.  When  I run into an issue of AI, I will come back and ask your help. I think you have more experts besides SMEs we had today. Since the manufacturing industry has common processes, it would be even better to have the contents of each processes powered by AI.
490;Yorktown;11/28/2018 10:30 am;;;;10;The topics covered were very interesting. Clear and professional exposure. Great hospitality.
491;Yorktown;10/19/2018 01:10 pm;;;;9;Ability to fulfill interest and needs of client. Professionalism & capabilities.
492;Yorktown;01/16/2019 06:13 pm;;;;6;Very good mix of themes and appljcability. Good and candid presenters and a very good pace.
493;Yorktown;05/07/19 14:36;;;;10;I believe the content provided a nice broad view of IBM vision and approach on emerging threats. Also, like the flow of the day and not being planted in one seat the whole day.
494;Yorktown;09/23/2019 09:58 am;;;;10;You provided us deep detailed presentations in very wide range of areas.  I could get some bigger insights and this meeting  was very fruitful.
495;Yorktown;07/24/2019 02:43 pm;;;;9;Very substantive and informative. Beautiful facility and great hospitality.
496;Yorktown;09/12/18 15:51;;;;9;High level of knowledge. Clearly very competent people with mixed skills, with a more direct pragmatic approach rather than a typical business approach. Thank you.
